att,rlx,del,the,lal,hal,hbe,lbe,lga,mga,result
69,44,226251,115592,7839,26327,8606,28628,3597,1723,left
83,78,7707,5569,14661,7992,10497,9370,4747,1724,right
81,50,24626,18997,11967,14037,6157,16123,2846,1729,left
75,60,61884,49782,10198,11810,7200,24404,2558,1730,left
97,75,26472,71363,11005,30999,12947,20902,4933,1732,right
34,41,172846,20331,4495,663,3277,2172,708,1737,down
78,91,13114,19794,5819,2480,4334,5285,3181,1737,right
57,91,101420,31309,14654,3207,7544,3587,1535,1739,right
37,60,7315,14166,1867,10768,4078,8776,5085,1742,up
48,81,201133,69747,41350,14652,10225,12334,3633,1743,right
70,63,41814,27005,4345,15071,5289,11373,5737,1747,up
51,91,68959,14894,19185,9769,7361,10539,2521,1748,right
61,64,5610,37980,14134,10508,8666,7543,3491,1750,up
64,56,23098,8963,7948,6035,5052,6100,7134,1751,up
100,88,60936,33069,3393,10344,3990,7338,624,1752,right
78,94,15311,28345,19076,2743,6092,10315,5188,1753,right
53,11,57045,64211,3522,3966,4478,14392,1442,1758,left
97,40,7725,5387,7804,9384,16872,10708,3110,1759,up
80,44,41082,37691,12778,13396,1938,3363,1639,1763,left
61,94,12962,6360,13278,7134,6535,7205,3439,1765,up
74,21,102476,30598,11173,19725,10446,24313,10207,1765,right
94,69,26041,112422,35612,12482,2553,2366,3143,1766,right
81,69,232140,50675,34613,57006,11422,4448,8593,1766,down
41,66,94355,92401,21197,11224,8496,7049,2048,1768,right
77,44,683604,243852,53906,4663,11198,11135,3025,1771,right
53,75,91330,46656,19778,13724,5750,5331,3059,1774,right
51,74,226852,82717,29168,17534,5642,9150,6016,1774,down
74,81,55268,18678,7944,10164,3983,13600,4481,1775,right
57,77,191368,58480,15893,20404,5541,16392,7724,1778,right
47,60,114756,6844,18301,7043,14968,16724,3322,1779,right
61,30,115138,45420,12955,30864,10397,10502,3797,1783,left
61,70,119521,33273,7410,29243,8750,15928,3085,1786,right
67,69,141535,101720,40408,5794,4664,25206,3419,1789,left
38,81,106613,133983,9161,19386,5045,12473,2106,1796,right
30,61,286653,124525,21736,11187,10073,27876,1240,1797,right
77,56,4371,9566,23875,9074,3565,5523,1618,1798,up
80,67,100097,52277,1393,21738,5876,5512,4454,1798,right
87,54,81597,159995,91806,40883,7869,46056,4514,1801,right
26,67,726106,140359,8956,2362,5886,2211,1627,1802,right
70,93,255481,43272,40412,16049,6140,9608,1121,1806,right
88,75,30663,14121,6046,5947,9393,10858,2302,1806,right
61,41,215010,116504,2029,25832,17105,41046,11815,1806,down
57,54,4161,4328,933,3993,7472,1816,1658,1807,up
56,14,105081,113537,18930,2807,7629,7125,4370,1808,left
63,83,140940,16483,5722,9094,9583,9895,4799,1808,right
43,57,14083,11255,7363,9830,3058,5981,2671,1811,up
66,80,23388,6789,20571,15986,8869,17461,3164,1811,up
77,37,52975,46018,19718,4819,8548,10685,3247,1812,right
78,66,315192,102556,71370,18329,19471,12358,2974,1814,down
64,56,31067,75654,19033,18134,8019,17525,3025,1818,right
35,63,492068,91489,8108,19619,10956,19071,6810,1829,right
74,60,136066,25113,4339,7272,3864,5781,3327,1833,down
75,54,21871,8889,4149,6278,4700,7559,4004,1835,up
81,61,73692,75191,37377,53169,10249,7777,1906,1836,right
30,47,9009,5627,5720,3876,9328,8571,2750,1836,up
83,34,201156,125354,53335,28604,14222,13966,1935,1842,left
88,48,157738,109232,10470,29951,12147,18525,3982,1844,left
56,40,16452,19818,3006,11085,5368,5695,3611,1845,up
26,56,113297,19178,10156,10307,2901,11567,4296,1847,right
50,77,41780,57085,3436,14175,5168,5628,2125,1848,right
77,63,110184,90462,17478,16114,6131,22486,2489,1848,right
93,96,7335,19135,12372,9126,4989,12942,3790,1850,right
53,41,177294,165189,23518,81114,12214,26548,6508,1850,left
57,78,147632,12006,20216,9912,19699,5393,1948,1854,right
80,83,23363,20244,8003,6744,6258,23844,1284,1855,right
30,38,176183,110520,28298,11517,9038,4846,10756,1858,left
81,75,12472,35108,1569,19075,3881,6140,2987,1859,right
57,67,7410,1965,8452,10262,2862,6563,1943,1860,right
74,67,8847,12248,15359,4901,4355,13220,3388,1860,up
100,13,250093,230224,36908,15081,11394,8787,3543,1860,left
57,94,40321,32145,43693,15603,6973,2537,2048,1862,right
70,34,21559,29816,11970,1392,5977,10180,2972,1862,up
87,34,518200,56822,8314,29654,9971,3622,2933,1868,left
78,60,7868,15327,11889,18147,8319,16615,3248,1868,right
56,47,10669,9338,9224,14673,7538,12536,11551,1879,up
56,43,738598,111129,61185,29758,7077,18871,2787,1881,left
53,23,131006,14674,6791,8402,5386,7027,6406,1883,left
93,35,522247,62556,5131,19305,7605,18435,2035,1884,left
56,77,94237,22912,7436,22630,4471,3658,2107,1884,right
67,69,63256,23471,29014,5110,4631,12612,2695,1885,right
63,74,95150,28348,9185,10370,8577,7545,2930,1886,right
84,77,1679,15128,14344,7471,4615,16230,4685,1887,right
51,61,12353,12394,31498,15237,12600,11235,8410,1889,right
70,37,32216,16474,13786,12190,2200,5266,1559,1891,up
67,77,7355,2637,14179,22821,7473,5694,2681,1892,up
35,17,268547,31619,15521,6566,4918,19745,7900,1892,left
97,88,136238,30394,14040,7868,4825,13461,3132,1893,right
60,74,49416,62331,21472,25504,7236,12903,744,1894,right
41,43,13173,21906,5846,8513,5702,9138,2826,1896,up
70,81,15066,11483,6089,10496,6237,4415,2264,1898,up
60,83,104598,12350,7120,11511,5700,6576,3527,1898,right
66,67,3404,32708,26008,10867,12576,6539,2283,1899,right
94,60,7727,11490,25035,7770,2719,3387,1967,1904,right
88,27,266421,17636,26421,18658,7370,21118,3478,1906,down
48,81,471037,191605,82613,29123,6353,12254,3900,1907,left
69,26,52651,46614,23647,3588,13666,10693,3963,1908,up
38,91,81583,13633,23816,4540,7924,7036,4688,1909,right
100,23,221732,148694,5012,10467,11043,33479,3178,1911,left
67,77,22933,11135,12520,16487,6663,13343,3064,1917,right
63,90,148530,106982,34720,8706,13037,10238,4137,1920,left
51,61,15691,15915,30375,9860,10965,6695,3319,1922,up
60,43,5539,18637,10230,3374,4891,6974,4635,1922,up
48,74,83664,34055,10290,7745,6394,6526,3817,1923,up
53,41,89174,70754,3584,5349,2612,4281,695,1927,left
1,43,704135,29262,39052,21741,6623,17814,5536,1930,left
81,100,108650,32198,8325,10264,8166,6880,2586,1931,right
38,54,11989,7445,19275,5363,8728,9622,4038,1931,up
75,50,37908,9242,5382,10082,5489,2477,2636,1932,right
88,63,9409,7768,31248,21169,6641,21923,5499,1937,right
100,93,4246,13511,20218,4190,7297,7442,1175,1939,right
66,78,232608,15956,3697,15202,2316,4467,3043,1939,down
51,78,81226,17385,36278,10630,8201,6296,3086,1941,right
90,64,511503,28296,58064,30455,17647,14438,2198,1944,down
47,41,43258,58177,32353,12483,9030,6227,2350,1947,left
100,84,24352,10422,10933,4310,2947,4508,2254,1950,right
74,83,26974,22843,11895,14570,7794,9807,2411,1950,right
60,21,165181,55349,10864,9900,2994,14067,2471,1950,right
83,88,104052,67342,38456,4529,4315,15705,3369,1950,right
69,50,6724,12863,10565,2533,4308,5266,2405,1953,up
57,88,124285,31758,24358,18776,9331,18638,4048,1953,right
60,21,169350,65912,25040,37858,18442,31477,8249,1954,left
24,56,7166,8396,14321,10720,3036,16859,1942,1955,up
63,88,74979,22421,10767,12138,6304,8189,4638,1956,right
78,47,440954,40978,11107,12845,7246,8340,1581,1958,right
56,61,70938,17735,16432,9954,8285,7545,6063,1960,right
48,77,64407,20149,38339,17214,7946,11943,6468,1960,right
44,63,153853,125096,3291,7230,12027,41434,6695,1960,right
41,66,71877,25075,24258,12006,5489,11156,2590,1961,right
30,47,13193,23644,2375,8813,10471,14738,1413,1963,up
57,23,382569,96431,27579,31172,10849,21388,3492,1963,left
16,51,85440,64073,14101,5343,9002,27629,3757,1963,left
97,69,13201,20229,11318,12380,5131,10737,3924,1963,right
40,54,232120,104709,24965,43900,17189,18929,4594,1964,left
74,26,222389,100432,10591,12550,9466,6451,9244,1964,down
61,60,20879,8759,4148,6260,4513,7515,1946,1965,up
90,84,21783,23296,7136,15928,8123,7172,3226,1968,right
44,87,57163,16059,18502,17598,3286,11363,2478,1969,right
74,53,7997,8784,5326,6518,9592,20847,1705,1970,up
51,57,54993,26259,24492,16104,3993,15001,2840,1970,right
13,61,3735,16336,12266,8459,4133,7021,2990,1971,up
94,1,111330,120516,51374,41298,16361,31795,6940,1971,left
44,60,71310,48287,21625,7480,6646,15329,5312,1973,left
40,50,147105,172139,23461,8407,6882,11006,9078,1977,left
40,75,50963,16423,419,4894,5439,5582,2020,1980,right
54,67,7232,2109,14214,8729,5460,9005,2193,1986,up
35,17,15774,8729,8788,4088,4379,25818,3558,1986,up
50,63,506684,273867,15027,19836,5750,10852,3002,1987,right
48,75,67757,27354,10683,12662,5284,21734,2740,1988,right
94,66,154696,39148,21100,10232,10501,14185,3907,1989,down
50,83,71876,46393,19163,18064,8991,25954,2771,1991,right
47,30,13734,6541,8584,5269,4367,9954,3538,1991,up
78,69,223962,22593,18711,20533,4472,18619,2658,1993,right
77,81,13542,17946,9276,12971,12103,8453,3711,1993,up
54,100,174120,74358,49160,15254,7097,12880,6370,1993,left
63,90,42129,20844,20608,12821,7468,13923,4360,1998,right
61,54,597465,30046,5036,28453,13880,7128,3416,2001,down
41,60,72130,9766,6067,6071,4891,4514,2836,2002,left
81,74,5597,16043,10292,12868,5748,9469,3386,2003,right
50,57,120169,40007,27466,18282,5160,21056,7307,2004,left
37,66,356487,102117,30225,45612,7493,14347,3881,2005,left
84,69,37062,47682,18224,8794,12514,17415,2213,2008,right
80,34,92660,19971,21223,2777,8561,9026,1516,2009,right
10,74,80127,63603,10328,1331,9992,15007,6420,2009,left
50,43,1908,6383,15830,5703,5413,11573,2164,2010,up
100,88,4530,7458,15201,12196,6256,12544,2456,2010,right
60,35,285577,180965,5835,28592,10160,14223,9585,2011,down
50,66,238607,98355,16150,18470,11356,21425,3324,2012,left
100,87,16681,10199,12208,9878,9506,12104,3965,2014,right
69,38,689259,86512,13360,18721,9135,35214,5818,2017,down
67,47,165583,48142,77270,11157,8518,18880,6429,2019,left
64,80,3978,8391,15515,11921,4030,7117,3014,2020,right
14,38,139133,69943,11515,15980,13389,47906,4818,2020,left
66,87,10041,21031,11482,8693,4180,4722,3132,2024,up
97,60,243555,300667,9964,3792,6993,17354,1174,2025,right
70,47,143087,78189,13307,26969,4313,34999,2757,2025,right
40,80,285094,38578,17858,21536,5486,24397,3456,2025,right
96,41,2161,5056,10385,5064,10147,10382,6073,2025,up
40,60,50470,47662,22257,22746,6061,6157,2470,2026,up
81,27,8272,7040,5498,9078,5346,17306,9362,2027,up
78,43,427992,110507,7122,28660,50756,14576,6862,2028,left
37,54,4845,4693,12673,5114,4146,7857,3316,2031,up
61,88,16934,12012,5161,15670,8622,10785,3364,2032,right
61,57,57636,72563,9617,8131,3100,3712,4728,2032,left
69,35,16577,4198,12989,1269,5947,11618,3642,2034,up
50,48,339595,167708,9051,16711,5742,20869,4148,2034,down
43,44,47917,37387,2811,2121,1949,10136,676,2035,right
83,40,1205080,140859,14527,3867,6293,6409,2334,2038,right
81,77,283317,67753,32293,25272,7582,15923,6416,2038,down
77,50,353699,42544,41776,10043,5044,13804,6501,2038,left
51,57,140861,180757,23687,25042,6577,53151,5040,2042,left
48,56,60974,35276,10197,7233,8026,15360,3037,2044,right
67,66,11207,11292,6779,13866,2807,7513,3506,2045,right
80,83,5513,4373,9668,16880,7213,12797,2062,2049,right
50,75,35363,10817,22909,8402,5844,3826,2261,2049,up
77,53,259751,34929,9822,10063,7099,8132,4267,2049,left
83,56,29983,5071,4106,9337,11835,7945,985,2052,up
100,29,124769,148884,2653,20267,5681,20145,3288,2053,left
56,41,199179,50868,14584,9464,9335,14547,8415,2055,up
81,54,8149,8050,27598,12507,6732,6906,2468,2056,right
56,64,12571,14374,8027,2703,5166,2797,2365,2057,up
77,35,36361,15512,17594,20191,11716,14847,3769,2058,up
60,60,134142,51449,12453,6995,12278,18654,2244,2060,right
61,67,74633,11701,8725,6320,5127,4753,2797,2061,up
88,47,112233,56565,29580,41901,14615,24920,4252,2062,right
37,74,75186,26809,11121,15676,3921,27680,4317,2062,right
51,63,6894,17268,10739,7817,5181,10622,3944,2063,up
69,54,2738,18145,10222,9684,9404,8415,7189,2064,up
63,24,58719,34517,14132,13125,5334,8810,2530,2065,left
48,77,141572,102750,25752,30472,6974,29083,2287,2068,right
63,94,152834,27770,21288,14496,7043,16294,2993,2069,right
26,57,67547,20994,6114,15656,6585,19951,3189,2070,up
64,63,8165,15145,9382,14004,5846,14137,5115,2070,right
51,66,17058,8962,28516,7105,3434,7935,1314,2072,up
64,37,77285,14514,5306,20695,15875,11543,2807,2077,up
61,34,236597,117863,12335,10274,3759,3409,3562,2080,left
56,61,12950,66712,44782,17253,5458,16381,2924,2081,right
63,47,450644,102354,30331,7449,16099,35580,6557,2082,left
54,54,102000,171027,15223,9812,15089,12583,3013,2083,left
75,47,285616,135794,8011,6837,14824,33124,4120,2083,down
44,63,80820,27106,19546,23467,11509,13662,9124,2084,down
34,63,66556,69806,12058,16428,2017,3594,5461,2095,right
69,87,43154,25564,4967,9597,3367,18544,5785,2100,right
54,35,15596,29548,12730,6954,6937,7515,3251,2101,up
50,41,191753,62525,18639,18977,4382,6906,6944,2101,down
51,63,11294,17350,15170,13115,5789,6386,2524,2102,up
94,41,3657,10073,7306,6550,5293,7531,3868,2103,up
60,51,9600,5343,3901,7146,5627,5666,1644,2104,up
44,34,72425,79467,7634,44189,36482,18860,9619,2104,left
66,27,19749,19183,6956,7054,5490,2772,3647,2109,up
63,51,82339,28812,19292,6776,4936,5558,4957,2111,up
50,34,249385,223488,6240,25917,9358,39126,6624,2111,left
74,83,1306829,195582,128105,31150,19081,33822,9504,2112,right
43,35,416035,144679,17573,39258,4600,10147,1246,2113,down
100,78,25313,18936,7795,18679,10381,17650,3931,2114,right
30,53,1489398,121706,31845,22036,11505,35314,6888,2115,down
43,70,191265,42077,12291,22708,8889,16664,2870,2118,right
37,61,162098,137282,3115,18909,4768,8938,5857,2118,right
44,90,91440,23605,8461,18615,5915,12281,2690,2120,right
61,53,123961,39630,1380,16911,7222,19101,5892,2121,left
74,56,65908,28586,10077,4656,3552,8601,1539,2122,up
40,90,69053,25598,16508,16226,8159,11347,2379,2123,right
50,60,73120,63304,10610,3529,3056,20270,2538,2125,right
60,84,128368,13971,11789,7625,6887,8219,7260,2126,right
66,44,8400,10481,8949,6914,6917,5526,2397,2134,up
80,50,25118,5767,19714,11586,7933,4285,3515,2136,up
78,54,5310,8894,14401,4334,6339,11244,2275,2142,up
35,48,31981,38103,15027,24109,5037,9593,5212,2143,left
57,47,36347,29528,16188,9924,7261,6404,2291,2146,up
47,83,156472,6546,16567,6341,5367,4489,4948,2146,right
64,43,112903,19815,11328,14070,8919,16900,3404,2147,right
53,83,325508,68546,9252,11600,10617,6918,2078,2148,right
69,69,162186,35997,46124,9478,6192,13528,1929,2151,right
8,43,74215,21231,6221,8743,4722,6494,6460,2153,left
54,27,89857,15685,10481,20831,6993,26548,8605,2153,left
57,75,37745,12195,26147,14817,5814,9702,1765,2156,up
70,84,228282,10469,20010,4735,5881,8449,3236,2157,right
10,69,469470,202636,48970,27265,3611,15425,4223,2157,right
80,75,84869,50745,38578,16473,17618,12948,6227,2157,down
47,64,54237,54729,16291,20069,9630,14763,3481,2159,right
54,50,10121,8803,11000,8072,6779,6705,7728,2159,up
77,16,30372,25872,13286,13506,9231,24233,3913,2168,up
56,88,184402,62397,19193,9463,6363,18520,1508,2175,right
84,81,9937,24036,9445,7657,9814,7269,3694,2180,right
67,97,41018,14780,12094,13987,8635,8064,2322,2181,right
48,21,38494,116077,7218,18595,19573,26318,10821,2181,left
54,47,3900,10647,7509,2831,3696,5629,6473,2190,up
27,29,160707,45089,18802,14391,16177,10491,10652,2194,left
88,90,6142,7347,3486,10683,2497,7335,1596,2195,right
70,53,229372,37860,4815,6449,3173,3899,856,2196,right
60,47,296361,63721,62634,8659,18083,36784,14576,2197,down
63,60,79434,130054,43182,10189,7474,12657,9078,2198,left
27,44,63203,49447,20547,9967,3649,24504,5298,2200,left
83,78,16091,6103,9576,13424,3221,18751,3051,2203,right
67,74,21424,8629,7453,11600,5067,12039,2958,2204,right
47,57,14814,24658,15788,11268,4173,10080,3770,2205,up
57,26,77105,74548,10333,25821,6280,26986,3750,2208,left
66,63,6351,17632,4960,5022,4283,10620,3465,2215,up
64,48,27042,21914,4721,7305,6659,4356,2228,2216,up
64,63,149578,39287,24868,16518,14899,42690,3795,2216,down
66,1,210259,125945,5974,8664,9476,9733,1579,2217,down
35,44,50227,42072,21452,3262,9960,10466,3207,2218,left
60,53,1276712,1262018,134717,48773,12767,18107,13501,2219,right
24,83,48532,74741,6619,16508,4694,8493,3300,2221,right
69,54,498536,145888,4997,11310,13102,11989,11769,2222,down
43,51,209820,99945,44620,19478,8092,17850,4895,2223,left
63,78,58420,34670,10733,20977,5950,7144,1994,2224,right
87,67,159922,41346,40301,3661,9745,18943,2202,2227,right
40,51,63336,86764,28269,4837,9615,27697,6052,2229,left
43,74,137377,37593,15817,16956,3529,6874,3224,2230,right
64,43,6057,22115,4708,5567,2918,15813,1818,2232,up
100,67,7750,16733,25586,8814,7232,20944,2178,2234,right
50,41,58434,8435,6861,11191,4870,11007,4226,2236,up
64,56,126585,52063,19022,11479,4113,14026,3453,2237,down
64,74,9946,9865,6476,14505,8570,8502,2804,2240,up
35,48,208324,102007,73927,25548,10328,14785,3066,2241,left
75,20,131285,66208,5073,8380,6300,34762,5584,2242,down
61,87,105914,24018,5229,10097,4422,19608,4537,2244,right
41,40,63375,84150,8800,15405,7177,10203,8579,2244,left
51,91,215212,106029,63014,19936,5396,13627,2062,2245,right
48,35,83809,110541,44588,8534,7248,25482,6768,2246,left
94,77,104338,92489,27666,17775,7352,41949,6871,2246,right
56,57,79513,56357,20928,7441,7342,9382,3722,2247,left
30,90,637778,156331,52821,35120,3356,18263,2727,2248,right
47,54,100391,53966,18352,3758,9000,23657,3270,2248,left
48,7,153520,54797,4264,4534,2405,4515,1412,2249,down
63,54,229352,113674,17098,34181,12584,12800,5638,2251,down
77,53,14435,32966,1509,2589,2528,1292,690,2257,right
94,53,38102,46852,18336,21084,7443,13866,4321,2258,right
97,57,112826,44614,14879,15593,15041,30549,3421,2259,down
77,94,78567,64319,7750,17751,4253,3300,4642,2259,right
54,40,62108,75622,7967,8245,5976,15920,6474,2259,left
35,51,22196,21101,474,27356,5835,13715,1311,2260,up
75,66,16876,14229,13284,19987,6179,4810,3118,2260,right
27,66,139393,87062,32804,9448,8739,26474,2853,2261,left
84,69,38138,8623,11090,3612,5818,6423,3314,2261,up
64,24,85649,25269,16185,15763,15571,9657,3453,2261,right
74,64,22866,24115,13052,11339,7281,10200,3802,2270,right
37,4,132365,83979,94239,33783,12666,28908,6606,2276,left
66,87,46160,64035,34749,8813,9023,11322,5386,2279,right
88,61,71891,42092,28823,24644,5078,15563,2991,2281,right
60,78,573266,89872,77294,20365,13756,9302,5085,2282,down
67,77,12296,21497,11929,14270,6393,13539,5316,2288,right
34,54,111820,154036,66606,5263,16623,15670,1896,2289,left
27,54,20313,3788,11543,5638,5884,8903,2367,2289,up
69,47,6063,8031,7442,8946,20544,9137,4821,2289,up
70,81,120484,58771,16733,4221,6459,8575,1965,2290,right
60,29,370446,100681,71500,17385,4215,17135,3213,2291,down
61,96,332311,160740,78532,4824,9155,16019,9311,2291,left
69,11,79122,63952,21459,9908,6760,8247,1493,2295,left
100,48,121155,38255,18064,10541,11437,24667,5374,2298,down
97,51,9306,11434,15354,14054,5398,3596,6190,2298,up
54,16,92117,142491,17765,36564,12688,16416,4333,2299,left
96,66,7234,11098,16002,8911,5561,22036,3849,2300,right
51,77,67207,44238,3336,9530,3545,9020,1387,2305,right
3,64,4479,17799,15346,7164,5436,5708,2679,2305,up
34,53,43855,138375,19051,17716,10254,13986,4644,2306,left
61,21,134776,191214,72366,20632,17456,22296,1996,2311,left
56,43,5158,6512,7209,4988,3487,12481,7294,2311,up
48,78,329944,150989,40119,18734,8805,17519,2765,2312,right
66,30,87809,38845,6997,22589,7411,6423,1976,2314,right
70,34,163911,57304,8929,16002,11605,6001,3673,2315,left
75,69,167648,10700,12029,6863,3696,1384,1056,2318,down
41,29,115681,42422,12307,4274,4280,8206,3092,2318,down
81,91,3211,5955,6912,8162,5966,6547,3134,2318,right
69,70,14632,3302,12576,8092,7971,8662,3601,2318,up
67,69,373608,93477,11097,11741,10743,13963,5428,2318,left
70,40,2636,9910,18526,7553,7252,21085,5159,2323,up
88,80,1971048,86702,65946,13645,10401,10704,7535,2327,down
53,51,17796,22347,10654,12935,5601,5865,1217,2331,up
60,57,119376,78166,50505,15503,9711,10001,2725,2331,left
61,69,23654,2581,14601,14520,6258,10554,1780,2332,up
70,61,15524,62056,34054,32245,18549,18977,1461,2336,right
77,84,21196,17079,6107,25914,6530,23902,3350,2337,up
74,23,383243,43910,47052,35119,16277,37252,8091,2339,left
61,96,105167,23698,15149,19662,6298,6842,3365,2342,right
81,16,9524,18364,12657,12134,10060,15994,3444,2342,up
44,48,4738,10329,3194,6538,6538,6983,3580,2345,up
81,66,24062,14323,8218,18301,13590,11519,2651,2347,right
48,78,140719,59024,10227,10303,5833,7483,2419,2349,right
27,78,206523,60203,47062,15417,10058,23947,5904,2350,right
66,34,12517,30414,6218,5571,5390,4265,4060,2354,up
56,74,50462,85752,9959,32287,10649,15071,3014,2355,right
77,56,80362,64845,77920,9376,15337,25507,3157,2355,right
11,48,304186,51153,9228,10225,9429,11626,3275,2355,left
70,41,636613,133284,42231,48445,8166,30771,3680,2355,left
70,47,41651,56288,46300,4126,10018,16788,3001,2358,right
64,70,559478,83057,24519,15404,15926,10806,7564,2359,down
69,60,6471,9930,13862,18717,8327,11161,3152,2361,right
77,34,121868,104268,12888,16121,7008,16385,3449,2362,left
53,80,113626,60296,56049,20097,8083,12273,5411,2363,left
44,54,22175,2606,18493,4607,7429,4675,1490,2370,up
67,63,64061,34784,8860,9384,9312,6124,5765,2372,right
57,64,13808,10978,20126,9520,8816,6136,2726,2373,up
64,29,395774,35295,6426,4647,5128,6166,3822,2373,down
56,35,378048,51803,8644,14459,2876,3495,2001,2378,down
63,37,16293,4866,6385,8972,7549,12497,3445,2378,up
35,60,3975,8974,28024,40861,5246,6245,4322,2379,up
69,81,17760,3600,9476,8530,6219,8315,1641,2382,right
66,57,49976,16047,7399,21868,5114,22568,2004,2382,right
78,48,263707,75614,20823,14314,8885,16998,9698,2382,down
44,63,245297,72848,45450,37140,9334,8096,4858,2383,down
47,60,11899,25485,34866,8796,8909,10442,3369,2387,up
48,38,240682,152642,34285,16362,10415,5941,4522,2387,up
70,64,21410,14057,20940,13303,6228,9758,2525,2391,up
50,77,9541,12189,20591,5716,6788,8555,2575,2391,up
53,53,278789,46282,38609,15087,33165,41579,10377,2396,down
57,17,75055,93539,7748,7109,4971,9321,4386,2398,left
84,63,6408,17692,34871,5428,5299,11460,2599,2400,right
38,27,122336,137474,8994,29261,12040,19676,7984,2401,down
54,66,37472,91586,22231,13343,13061,19622,3294,2406,left
97,67,127763,12377,35675,8583,7201,8056,3469,2406,down
64,69,79742,126773,14971,8103,8405,27672,9805,2406,left
69,69,142314,108844,19461,55050,21274,22072,8001,2412,down
70,96,8353,9519,12017,3933,9113,13585,3273,2418,up
63,63,110983,15121,11971,14197,4017,10493,4768,2419,right
40,24,316313,66938,15966,11113,3586,13959,2299,2421,down
75,30,240300,80366,2631,21020,8624,21717,4436,2426,down
81,53,62181,20257,16604,7854,7154,8163,3528,2427,right
51,61,2877,6610,7397,7278,2785,10868,3621,2429,up
48,75,105852,132387,45187,11189,9966,11949,3574,2433,left
50,69,246420,119336,11884,8943,9109,15650,4362,2433,left
78,70,36812,25105,27688,4092,4776,6626,3075,2439,right
78,78,33929,42401,41473,27755,6030,16944,3407,2439,right
84,53,181191,34125,18474,9951,9199,24705,3724,2439,right
70,64,41025,34088,21210,16150,8202,15177,3445,2441,right
50,53,130414,80057,54039,15560,4469,11024,2804,2443,left
26,70,125115,89888,2147,22393,7706,9777,10568,2443,left
30,60,18449,15740,15959,5691,5758,6661,1285,2445,up
63,16,807505,71869,11675,15828,9876,6121,2417,2453,left
57,43,198249,124874,21408,11474,11035,10020,10462,2453,left
51,66,194905,57036,27085,29204,12411,9707,4970,2454,left
23,53,55565,154318,13876,19847,8275,7507,4742,2459,left
100,70,71936,70015,16197,5233,8356,7960,2327,2460,right
67,75,18642,10352,2316,11610,7672,7328,1842,2462,up
35,51,77052,44032,5203,9254,8166,7081,4711,2467,down
69,83,133283,124761,10266,24606,7824,26275,5944,2469,down
51,61,32285,13213,13975,3775,6401,10466,2516,2470,right
70,84,35830,35895,6170,4022,4697,13375,4047,2470,right
51,1,352394,132188,35722,17540,7985,7048,2884,2472,down
75,90,49786,36115,14506,8149,5676,8950,1327,2475,right
67,81,173120,4618,11300,8353,6102,8192,5090,2475,up
48,29,14489,33226,18484,10969,15777,24643,5982,2476,up
84,54,2584,7931,7993,7265,8586,11876,2035,2479,up
100,70,47566,68771,15114,51779,13035,11819,2814,2485,right
81,80,8806,3763,12150,14558,8572,19596,4090,2487,right
60,69,12950,8581,8232,9867,4057,4929,3287,2489,up
75,44,257407,194599,31853,40499,10721,25778,5831,2496,down
87,70,274302,61654,30403,10137,10133,21037,6161,2502,right
51,80,180948,161796,3050,35453,9315,6179,3408,2504,left
56,57,63481,13221,8252,4935,8012,17804,3680,2504,right
63,63,90143,56573,33167,12200,14792,10122,5111,2506,down
38,14,125944,158767,25712,30876,16281,23479,1999,2509,up
67,44,7743,15428,4364,10322,5012,5221,2463,2511,up
66,83,20404,6437,8805,5150,4771,11697,3629,2511,up
63,34,49863,67230,10190,1459,3852,4016,5312,2513,left
56,48,285682,18719,11619,5865,5622,5666,3117,2515,left
74,67,20499,11130,24448,10762,8688,4586,2547,2519,up
94,60,111898,124416,6619,11335,13238,12420,3150,2523,right
100,78,84980,22122,24228,1635,3391,12592,4097,2526,right
100,81,559558,69356,13071,13241,11973,9760,5568,2526,right
54,56,433242,86536,100281,17690,12621,38136,2697,2528,down
35,54,102910,79991,15325,11123,11705,20927,6546,2530,left
64,35,31156,29475,18408,5281,4125,5811,2618,2534,up
66,51,253775,22094,19176,13551,10854,6028,3444,2537,down
80,80,205968,15699,12508,14221,12432,13212,4427,2538,right
56,37,170421,88585,7330,34506,8304,30063,10271,2539,down
56,56,14709,8856,36511,10494,15602,26723,5127,2540,right
77,29,29413,3413,7434,9316,6819,12656,7347,2540,up
91,27,404465,62089,27019,6224,14705,58941,7332,2542,down
84,67,2883,5031,8409,12913,7949,6428,2172,2543,right
61,93,66124,29942,3678,15406,6060,7626,3151,2546,right
64,1,256744,166433,5677,14993,10446,19032,4112,2548,down
57,30,246092,154748,24116,22223,5351,23036,3545,2550,left
70,80,9908,8194,19358,5954,8872,19085,1953,2552,up
54,40,74109,36236,31674,23786,11946,14457,3796,2552,down
80,74,21828,6251,14291,7632,5061,7220,2041,2555,right
97,77,200585,59337,11257,28900,7171,15586,5270,2555,down
63,63,878093,54331,23340,28711,11557,19775,6805,2555,down
93,70,8711,30953,12788,23223,4336,13247,4258,2556,right
66,37,49869,18509,11754,5251,8480,3518,4578,2563,up
50,27,91130,72942,38859,22472,10072,15594,13822,2566,left
70,63,20774,10670,13887,6028,5063,9342,2369,2571,up
90,47,167653,93914,4581,19487,13375,7713,2664,2573,down
100,74,500887,37990,36364,25118,8158,49588,3915,2576,down
67,57,214324,112944,23693,15802,6993,15492,3290,2579,left
